,X,Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,IT_cor_65,IT_cor,BL,Bl_cor,rndCoord.lon,rndCoord.lat,Climate,Cl_simp
87,285,Apoidea,ALLO-AUS-19,Australasia,Australia,LK,COFFS,COFFSS1S,30.01,153.15,0,11/5/17,Pultanea,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_maculariformis,Male,0.0924,0.067166,1.0255550723359,1.16060260495016,3.3853258,3.191856125,15.888,9.757977701,153.25,-30.25,Cfa,C
88,286,Apoidea,ALLO-AUS-20,Australasia,Australia,LK,COFFS,COFFSS1S,30.01,153.15,0,11/5/17,Pultanea,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_maculariformis,Male,0.0888,0.067166,1.02186971170481,1.14528480649213,3.3338652,3.143336472,15.803,9.705773011,153.25,-30.25,Cfa,C
89,287,Apoidea,ALLO-AUS-23,Australasia,Australia,LK,COFFS,COFFSRoadside Tunnels,30.02,153.12,0,11/5/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0018,0,1.00180162097244,-0.0846840513142243,0.9744944,0.918802533,7.055,4.332989217,153.25,-30.25,Cfa,C
90,288,Apoidea,ALLO-AUS-24,Australasia,Australia,LK,COFFS,COFFSS1S,30.01,153.15,0,11/5/17,Pultanea,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_maculariformis,Male,0.088,0.067166,1.02105254284658,1.08072023320665,3.1254172,2.946801171,15.225,9.350781124,153.25,-30.25,Cfa,C
91,289,Apoidea,ALLO-AUS-25,Australasia,Australia,LK,COFFS,COFFSRoadside Weeds,30,153.15,0,11/5/17,Bidens pilosa,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0703,0.067166,1.00313891611236,0.32522748427304,1.4682556,1.384345527,10.517,6.459255506,153.25,-29.75,Cfa,C
92,290,Apoidea,ALLO-AUS-26,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,11/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp1,Male,0.0699,0.067166,1.00273774078633,0.305060993620248,1.4389426,1.356707751,8.747,5.372169622,153.25,-29.75,Cfa,C
93,291,Apoidea,ALLO-AUS-27,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,11/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.073,0.067166,1.00585105092023,0.499456640090597,1.7477062,1.647825665,11.688,7.178451873,153.25,-29.75,Cfa,C
94,292,Apoidea,ALLO-AUS-31,Australasia,Australia,LK,COFFS,COFFSRoadside Tunnels,30.02,153.12,0,11/5/17,Bidens pilosa,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0702,0.067166,1.00303860723627,0.136318171571474,1.2155124,1.146046475,8.994,5.523870307,153.25,-30.25,Cfa,C
95,293,Apoidea,ALLO-AUS-32,Australasia,Australia,LK,COFFS,COFFSRoadside Tunnels,30.02,153.12,0,11/5/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0017,0,1.00170144581918,-0.00567025656293357,1.0546166,0.994345789,6.955,4.271571935,153.25,-30.25,Cfa,C
96,294,Apoidea,ALLO-AUS-34,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,11/5/17,Bidens pilosa,Hand,Colletidae,Hylaeinae,Halictina,Hylaeus,Propoisteron,Hylaeus_primulipictus,Female,0.0695,0.067166,1.00233672589834,0.113004564928525,1.1875022,1.119637044,7.863,4.829240852,153.25,-29.75,Cfa,C
97,295,Apoidea,ALLO-AUS-35,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,15/5/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0776,0.067166,1.01048862399495,0.728323624748033,2.1971722,2.071604908,13.066,8.024782014,153.25,-29.75,Cfa,C
98,296,Apoidea,ALLO-AUS-36,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,15/5/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0762,0.067166,1.00907492973824,0.766996855393501,2.2838084,2.153289893,11.219,6.890404823,153.25,-29.75,Cfa,C
99,297,Apoidea,ALLO-AUS-37,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,30,153.15,0,11/5/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp1,Male,0.0703,0.067166,1.00313891611236,0.304155196185681,1.4376398,1.355479405,8.249,5.066311559,153.25,-29.75,Cfa,C
100,298,Apoidea,ALLO-AUS-39,Australasia,Australia,LK,COFFS,COFFSRoadside - S4,30.02,153.12,0,11/5/17,Pultanea,Hand,Colletidae,Hylaeinae,Halictina,Hylaeus,Xenohylaeus,Hylaeus_kelvini,Female,0.0757,0.067166,1.00857051838672,0.654831212601271,2.0414876,1.924817605,11.802,7.248467574,153.25,-30.25,Cfa,C
101,299,Apoidea,ALLO-AUS-42,Australasia,Australia,LK,COFFS,COFFSFeatherstones,30,153.1,0,16/5/17,NA,Vane,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_flavoviridis,Female,0.0701,0.067166,1.00293830839058,0.496096547535654,1.7418436,1.64229811,10.936,6.716593916,153.25,-29.75,Cfa,C
102,300,Apoidea,ALLO-AUS-43,Australasia,Australia,LK,COFFS,COFFSFeatherstones,30,153.1,0,16/5/17,NA,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_asserta,Female,0.1007,0.067166,1.03410260261706,1.22198529528374,3.5996364,3.393918981,17.4,10.686607,153.25,-29.75,Cfa,C
103,301,Apoidea,ALLO-AUS-44,Australasia,Australia,LK,COFFS,COFFSFeatherstones,30,153.1,0,16/5/17,NA,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_cingulata,Female,0.096,0.038672,1.05900310645475,1.37923339129249,4.2126038,3.971855601,19.762,12.13728319,153.25,-29.75,Cfa,C
104,302,Apoidea,ALLO-AUS-45,Australasia,Australia,LK,COFFS,COFFSBean Plant,29.94,153.13,0,25/5/17,Passiflora,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0016,0,1.00160128068294,0.058327661114966,1.1243164,1.06006228,6.853,4.208926308,153.25,-29.75,Cfa,C
105,303,Apoidea,ALLO-AUS-46,Australasia,Australia,LK,COFFS,COFFSMelaleuca - Caravan Pak,29.98,153.23,0,22/5/17,Melaleuca,Vane,Apidae,Apinae,Anthophorini,Amegilla,Zonamegilla,Amegilla_cingulata,Female,0.156,0.096176,1.06164967975793,1.39701163739917,4.2881662,4.043099648,21.7975,13.38743196,153.25,-29.75,Cfa,C
106,304,Apoidea,ALLO-AUS-48,Australasia,Australia,LK,COFFS,COFFSBean Vine - Hardip,30.01,153.11,0,23/5/17,Passiflora,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.2159,0.096176,1.12718570538849,1.59433479477176,5.2235766,4.925051812,26.285,16.14353247,153.25,-30.25,Cfa,C
107,305,Apoidea,ALLO-AUS-49,Australasia,Australia,LK,COFFS,COFFSS1S,30.01,153.15,0,16/5/17,Pultanea,Hand,Apidae,Xylocopinae,Allodapini,Braunsapis,Braunsapis,Braunsapis_brasp3,Female,0.0697,0.067166,1.00253721329159,0.323895630903847,1.4663014,1.382503009,10.381,6.375728003,153.25,-30.25,Cfa,C
108,306,Apoidea,ALLO-AUS-50,Australasia,Australia,LK,COFFS,COFFSS1S,30.01,153.15,0,16/5/17,Pultanea,Hand,Halictidae,Nomiinae,Nomiini,Nomia,Nomia,Nomia_nomsp1,Female,0.0895,0.067166,1.02258527091951,0.980164975803467,2.8264246,2.664895849,16.845,10.34574109,153.25,-30.25,Cfa,C
109,307,Apoidea,ALLO-AUS-52,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_heriadiformis,Female,0.0748,0.067166,1.00766321326872,0.599398101054226,1.931401,1.821022399,11.666,7.164940071,153.25,-29.75,Cfa,C
110,308,Apoidea,ALLO-AUS-53,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.0553,0.038672,1.01676701463493,0.974618393366458,2.810791,2.650155701,13.86,8.51243523,153.25,-29.75,Cfa,C
111,309,Apoidea,ALLO-AUS-54,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0692,0.067166,1.00203606998121,0.0941778735329231,1.1653546,1.098755168,6.51,3.998265032,153.25,-29.75,Cfa,C
112,310,Apoidea,ALLO-AUS-57,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lassp4,Male,0.0419,0.038672,1.00323321560248,0.278918711121486,1.4018128,1.3216999,8.479,5.207571307,153.25,-29.75,Cfa,C
113,311,Apoidea,ALLO-AUS-60,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,7e-04,0,1.00070024505718,-0.225884193445323,0.8461686,0.797810488,4.708,2.891525618,153.25,-29.75,Cfa,C
114,312,Apoidea,ALLO-AUS-61,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Apidae,Apinae,Melectini,Thyreus,Thyreus,Thyreus_nitidulus,Male,0.0931,0.067166,1.02627321220616,1.11453146551445,3.2328982,3.048139686,15.112,9.281379595,153.25,-29.75,Cfa,C
115,313,Apoidea,ALLO-AUS-62,Australasia,Australia,LK,COFFS,COFFSS1S,30.01,153.15,0,16/5/17,Pultanea,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0426,0.038672,1.0039357247029,0.396701747114137,1.5770394,1.486912388,11.165,6.857239491,153.25,-30.25,Cfa,C
116,314,Apoidea,ALLO-AUS-65,Australasia,Australia,LK,COFFS,COFFSS1S,30.01,153.15,0,16/5/17,Bidens pilosa,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0411,0.038672,1.00243094997903,0.193089467529008,1.286515,1.212991312,6.36,3.90613911,153.25,-30.25,Cfa,C
117,315,Apoidea,ALLO-AUS-66,Australasia,Australia,LK,COFFS,COFFSS1S,30.01,153.15,0,16/5/17,Bidens pilosa,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0405,0.038672,1.00182967181053,0.227429741264089,1.3314616,1.255369236,6.96,4.274642799,153.25,-30.25,Cfa,C
118,316,Apoidea,ALLO-AUS-67,Australasia,Australia,LK,COFFS,COFFSS1S,30.01,153.15,0,16/5/17,Pultanea,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_maculariformis,Female,0.1377,0.096176,1.04239817910756,1.34061246728183,4.0530108,3.821383261,20.072,12.32767676,153.25,-30.25,Cfa,C
119,317,Apoidea,ALLO-AUS-68,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_lipsp3,Male,0.0789,0.067166,1.01180311343916,0.795120193403328,2.3489484,2.214707174,13.586,8.344151878,153.25,-29.75,Cfa,C
120,318,Apoidea,ALLO-AUS-70,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0026,0,1.00260338293124,0.0102614527467617,1.071553,1.010314282,7.235,4.443540324,153.25,-29.75,Cfa,C
121,319,Apoidea,ALLO-AUS-73,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0766,0.067166,1.00947864044689,0.713088080158815,2.1639508,2.040282095,13.482,8.280277905,153.25,-29.75,Cfa,C
122,320,Apoidea,ALLO-AUS-74,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0755,0.067166,1.00836882445311,0.712184601434864,2.1619966,2.038439576,10.998,6.75467263,153.25,-29.75,Cfa,C
123,321,Apoidea,ALLO-AUS-75,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.045,0.038672,1.00634806409153,0.632894849372254,1.9971924,1.883053854,10.687,6.563664885,153.25,-29.75,Cfa,C
124,322,Apoidea,ALLO-AUS-76,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0467,0.038672,1.00806031079782,0.722376536306942,2.1841442,2.059321452,13.441,8.25509682,153.25,-29.75,Cfa,C
125,323,Apoidea,ALLO-AUS-77,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.047,0.038672,1.00836277425831,0.663409501885966,2.0590754,1.941400271,11.659,7.160640862,153.25,-29.75,Cfa,C
126,324,Apoidea,ALLO-AUS-78,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0466,0.038672,1.00795950980687,0.68562220934783,2.1053248,1.985006541,12.506,7.680845237,153.25,-29.75,Cfa,C
127,325,Apoidea,ALLO-AUS-79,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0469,0.038672,1.00826194302253,0.697005196835278,2.1294266,2.007730936,12.247,7.521774478,153.25,-29.75,Cfa,C
128,326,Apoidea,ALLO-AUS-80,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_flavoviridis,Female,0.0479,0.038672,1.00927070926461,0.493850196845833,1.7379352,1.638613073,10.456,6.421790964,153.25,-29.75,Cfa,C
129,327,Apoidea,ALLO-AUS-81,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0463,0.038672,1.00765716730757,0.645856793312645,2.0232484,1.907620766,11.594,7.120719629,153.25,-29.75,Cfa,C
130,328,Apoidea,ALLO-AUS-82,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_sphecodoides,Female,0.0727,0.067166,1.00554934086372,0.496844211345786,1.7431464,1.643526456,10.315,6.335192597,153.25,-29.75,Cfa,C
131,329,Apoidea,ALLO-AUS-83,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0481,0.038672,1.00947258359322,0.609465300457064,1.950943,1.839447584,11.173,6.862152873,153.25,-29.75,Cfa,C
132,330,Apoidea,ALLO-AUS-84,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0471,0.038672,1.00846361557772,0.6516353007277,2.0349736,1.918675877,11.823,7.261365204,153.25,-29.75,Cfa,C
133,331,Apoidea,ALLO-AUS-85,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0772,0.067166,1.01008450937366,0.539995329736874,1.8200116,1.715998848,11.704,7.188278638,153.25,-29.75,Cfa,C
134,332,Apoidea,ALLO-AUS-86,Australasia,Australia,LK,COFFS,COFFSGrays Road,29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.076,0.067166,1.00887313493245,0.649712839331352,2.0310652,1.91499084,12.086,7.422892654,153.25,-29.75,Cfa,C
135,333,Apoidea,ALLO-AUS-89,Australasia,Australia,LK,COFFS,COFFSParminder,30.09,153.16,0,23/5/17,N-Yell_Gully,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0444,0.038672,1.0057444363595,0.582733882737955,1.8994824,1.790927931,11.068,6.797664727,153.25,-30.25,Cfa,C
136,334,Apoidea,ALLO-AUS-90,Australasia,Australia,LK,COFFS,COFFSParminder,30.09,153.16,0,23/5/17,N-Yell_second Ridge,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,Lasioglossum_leichardti,Male,0.0728,0.067166,1.00564990082573,0.546061360900301,1.8310854,1.726439786,11.02,6.768184432,153.25,-30.25,Cfa,C
137,335,Apoidea,ALLO-AUS-91,Australasia,Australia,LK,COFFS,COFFSParminder,30.09,153.16,0,23/5/17,N-Yell_second Ridge,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,Lasioglossum_leichardti,Male,0.0726,0.067166,1.00544879095722,0.420779629233142,1.615472,1.523148584,11.579,7.111507036,153.25,-30.25,Cfa,C
138,336,Apoidea,ALLO-AUS-93,Australasia,Australia,LK,COFFS,COFFSHardip,30.01,153.11,0,23/5/17,Passiflora,Hand,Colletidae,Colletinae,Paracolletini,Leioproctus,Exleycolletes,Leioproctus_flavomaculatus,Male,0.0445,0.038672,1.00584501583203,0.541425944991687,1.8226172,1.718455539,13.7186,8.425591194,153.25,-30.25,Cfa,C
139,337,Apoidea,ALLO-AUS-95,Australasia,Australia,LK,COFFS,COFFSParminder,30.09,153.16,0,23/5/17,N-Yell-Gully,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,Lasioglossum_leichardti,Female,0.0473,0.038672,1.00866532847145,0.647143795162952,2.025854,1.910077458,11.606,7.128089702,153.25,-30.25,Cfa,C
140,338,Apoidea,ALLO-AUS-98,Australasia,Australia,LK,COFFS,COFFSHardip,30.01,153.11,0,23/5/17,Bidens pilosa,Hand,Halictidae,Nomiinae,Nomiini,Lipotriches,Austronomia,Lipotriches_australica,Male,0.0865,0.067166,1.01952211214229,1.01593157679694,2.9293458,2.761935154,16.451,10.103757,153.25,-30.25,Cfa,C
141,339,Apoidea,ALLO-AUS-99,Australasia,Australia,LK,COFFS,COFFSParminder,30.09,153.16,0,23/5/17,N-Yell,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,Lasioglossum_leichardti,Male,0.045,0.038672,1.00634806409153,0.658016943669987,2.0480016,1.930959334,12.118,7.442546184,153.25,-30.25,Cfa,C
142,340,Apoidea,ALLO-AUS-100,Australasia,Australia,LK,COFFS,COFFSHardip,30.01,153.11,0,23/5/17,Bidens pilosa,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0404,0.038672,1.00172949385234,0.192583010035612,1.2858636,1.212377139,6.708,4.11987125,153.25,-30.25,Cfa,C
143,341,Apoidea,ALLO-AUS-102,Australasia,Australia,LK,COFFS,COFFSParminder,30.09,153.16,0,23/5/17,N-Yell-Gully,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.0562,0.038672,1.01768251686231,0.705230681122598,2.1470144,2.024313602,14.117,8.670277643,153.25,-30.25,Cfa,C
144,342,Apoidea,ALLO-AUS-106,Australasia,Australia,LK,COFFS,COFFSHardip,30.01,153.11,0,24/5/17,Vine,Hand,Colletidae,Colletinae,Paracolletini,Leioproctus,Exleycolletes,Leioproctus_flavomaculatus,Male,0.046,0.038672,1.00735491549742,0.622073297591256,1.9756962,1.862786151,12.832,7.881065575,153.25,-30.25,Cfa,C
145,343,Apoidea,ALLO-AUS-107,Australasia,Australia,LK,COFFS,COFFSHardip,30.01,153.11,0,24/5/17,Vine,Hand,Colletidae,Colletinae,Paracolletini,Leioproctus,Exleycolletes,Leioproctus_flavomaculatus,Male,0.0453,0.038672,1.00665001380095,0.506513308485402,1.7600828,1.659494949,11.645,7.152042442,153.25,-30.25,Cfa,C
146,344,Apoidea,ALLO-AUS-108,Australasia,Australia,LK,COFFS,COFFSHardip,30.01,153.11,0,24/5/17,Vine,Hand,Apidae,Xylocopinae,Xylocopini,Xylocopa,Lestis,Xylocopa_bombylans,Female,0.1817,0.096176,1.08928770393525,1.44996692523739,4.5213674,4.262973516,20.747,12.74224341,153.25,-30.25,Cfa,C
147,345,Apoidea,ALLO-AUS-112,Australasia,Australia,LK,COFFS,COFFSHardip,30.01,153.11,0,24/5/17,Vine,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0438,0.038672,1.00514117069548,0.510576102638183,1.7672482,1.66625085,11.228,6.895932378,153.25,-30.25,Cfa,C
148,346,Apoidea,ALLO-AUS-115,Australasia,Australia,LK,COFFS,COFFSHardip,30.01,153.11,0,25/5/17,Vine,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_lanarium,Female,0.047,0.038672,1.00836277425831,0.610466468326706,1.9528972,1.841290102,11.396,6.999113411,153.25,-30.25,Cfa,C
149,347,Apoidea,ALLO-AUS-120,Australasia,Australia,LK,COFFS,COFFSSherwood,30.04,153.15,0,31/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,8e-04,0,1.00080032008535,-0.0974659278603483,0.9621178,0.907133249,6.041,3.710217981,153.25,-30.25,Cfa,C
